"zbs_residencia_cd"|"ccaa_cd"|"codatzbs"|"n_zbs"
"9"|"ES22"|"80110"|"AOIZ"
"52"|"ES22"|"80111"|"HUARTE"
"116"|"ES22"|"80112"|"VILLAVA"
"26"|"ES22"|"80113"|"BURLADA"
"19"|"ES22"|"80114"|"BERRIOZAR"
"79"|"ES22"|"80115"|"ORCOYEN"
"91"|"ES22"|"80116"|"SAN JORGE"
"85"|"ES22"|"80117"|"ROCHAPEA"
"36"|"ES22"|"80118"|"CHANTREA"
"34"|"ES22"|"80119"|"CASCO VIEJO-I ENSANCHE"
"54"|"ES22"|"80120"|"II ENSANCHE"
"73"|"ES22"|"80121"|"MILAGROSA"
"60"|"ES22"|"80122"|"ITURRAMA"
"93"|"ES22"|"80123"|"SAN JUAN"
"45"|"ES22"|"80124"|"ERMITAGAÑA"
"118"|"ES22"|"80125"|"ZIZUR-ECHAVACOIZ"
"17"|"ES22"|"80126"|"BARAÑÁIN"
"83"|"ES22"|"80127"|"PUENTE LA REINA"
"75"|"ES22"|"80128"|"NOÁIN"
"96"|"ES22"|"80129"|"SANGÜESA"
"87"|"ES22"|"80130"|"VALLE DE SALAZAR"
"58"|"ES22"|"80131"|"ISABA"
"47"|"ES22"|"80332"|"ESTELLA"
"114"|"ES22"|"80333"|"VILLATUERTA"
"1"|"ES22"|"80334"|"ALLO"
"5"|"ES22"|"80335"|"ANCÍN-AMÉSCOA"
"69"|"ES22"|"80336"|"LOS ARCOS"
"112"|"ES22"|"80337"|"VIANA"
"67"|"ES22"|"80338"|"LODOSA"
"89"|"ES22"|"80339"|"SAN ADRIÁN"
"100"|"ES22"|"80140"|"TAFALLA"
"11"|"ES22"|"80141"|"ARTAJONA"
"30"|"ES22"|"80142"|"CARCASTILLO"
"77"|"ES22"|"80143"|"OLITE"
"81"|"ES22"|"80144"|"PERALTA"
"104"|"ES22"|"80245"|"TUDELA OESTE"
"102"|"ES22"|"80246"|"TUDELA ESTE"
"110"|"ES22"|"80247"|"VALTIERRA-CADREITA"
"39"|"ES22"|"80248"|"CORELLA"
"37"|"ES22"|"80249"|"CINTRUÉNIGO"
"32"|"ES22"|"80250"|"CASCANTE"
"24"|"ES22"|"80251"|"BUÑUEL"
"15"|"ES22"|"80161"|"AZPILAGAÑA"
"71"|"ES22"|"80163"|"MENDILLORRI"
"7"|"ES22"|"80164"|"ANSOÁIN"
"28"|"ES22"|"80166"|"BUZTINTXURI"
"98"|"ES22"|"80167"|"SARRIGUREN"
"122"|"ES22"|"80121"|"ARANGUREN"
"66"|"ES22"|"80166"|"BUZTINTXURI"
"5021"|"ES21"|"40121"|"OLARIZU"
"22020"|"ES21"|"41020"|"BERAUN - ERRENTERIA"
"5022"|"ES21"|"40118"|"IRUÑA DE LA OCA"
"42017"|"ES21"|"40617"|"ZORROZA"
"42009"|"ES21"|"40609"|"DEUSTO"
"43014"|"ES21"|"40314"|"LEKEITIO"
"22016"|"ES21"|"41016"|"ONDARRETA"
"44010"|"ES21"|"40410"|"SOPELA"
"42011"|"ES21"|"40611"|"LA PEÑA"
"5013"|"ES21"|"40113"|"RIOJA"
"22011"|"ES21"|"41111"|"IRUN - CENTRO"
"27003"|"ES21"|"41096"|"ANDOAIN"
"42021"|"ES21"|"40621"|"SAN ADRIAN"
"42016"|"ES21"|"40616"|"TXURDINAGA CENTRO SALUD"
"43013"|"ES21"|"40313"|"GERNIKALDEA"
"47021"|"ES21"|"40521"|"ZALLA"
"5006"|"ES21"|"40106"|"LAKUA - ARRIAGA"
"22018"|"ES21"|"41018"|"LEZO-SAN JUAN"
"44005"|"ES21"|"40405"|"GORLIZ-PLENTZIA"
"5020"|"ES21"|"40120"|"ZARAMAGA"
"43012"|"ES21"|"40312"|"GERNIKA"
"22023"|"ES21"|"41023"|"ZARAUTZ - ORIO - AIA"
"42024"|"ES21"|"40603"|"MIRIBILLA-LA MERCED"
"22017"|"ES21"|"41017"|"PARTE VIEJA"
"22005"|"ES21"|"41005"|"EGIA"
"47011"|"ES21"|"40511"|"PORTUGALETE CENTRO"
"5009"|"ES21"|"40199"|"NORTE-LEGUTIANO"
"47020"|"ES21"|"40920"|"RONTEGI"
"27015"|"ES21"|"40215"|"OÑATI"
"47019"|"ES21"|"40919"|"ZABALLA C.S."
"42010"|"ES21"|"40610"|"INDAUTXU"
"5017"|"ES21"|"40117"|"SANSOMENDI"
"43004"|"ES21"|"40304"|"ARRIGORRIAGA"
"47005"|"ES21"|"40505"|"GUEÑES"
"99028"|"ES21"|"40628"|"KARMELO"
"27005"|"ES21"|"40805"|"AZKOITIA"
"43011"|"ES21"|"40311"|"GALDAKAO"
"99038"|"ES21"|"40538"|"BUENAVISTA"
"43016"|"ES21"|"40316"|"MARKINA-XEMEIN"
"47018"|"ES21"|"40518"|"TRAPAGARAN"
"42001"|"ES21"|"40601"|"JAVIER SAENZ DE BURUAGA"
"22024"|"ES21"|"41024"|"ZUMAIA - ZESTOA - GETARIA"
"22019"|"ES21"|"41019"|"PASAJES SAN PEDRO"
"44004"|"ES21"|"40404"|"ERANDIO"
"5016"|"ES21"|"40116"|"SAN MARTIN"
"42014"|"ES21"|"40614"|"SAN IGNACIO"
"27009"|"ES21"|"40709"|"DEBA"
"42006"|"ES21"|"40606"|"BOLUETA"
"5003"|"ES21"|"40103"|"ARANBIZKARRA II"
"43008"|"ES21"|"40308"|"BERMEO"
"42004"|"ES21"|"40604"|"BASURTO"
"47010"|"ES21"|"40510"|"ORTUELLA"
"42013"|"ES21"|"40613"|"REKALDE"
"42008"|"ES21"|"40608"|"CASCO VIEJO (BILBAO)"
"44006"|"ES21"|"40406"|"LAS ARENAS"
"27012"|"ES21"|"40712"|"ERMUA"
"43017"|"ES21"|"40317"|"ONDARROA"
"27004"|"ES21"|"40204"|"ARRASATE"
"43003"|"ES21"|"40303"|"ARRATIA"
"22003"|"ES21"|"41003"|"PASAI ANTXO"
"5002"|"ES21"|"40102"|"ARANBIZKARRA I"
"42012"|"ES21"|"40612"|"OTXARKOAGA"
"5011"|"ES21"|"40111"|"OLAGUIBEL"
"22002"|"ES21"|"41002"|"AMARA BERRI"
"47022"|"ES21"|"40922"|"ZUAZO"
"27001"|"ES21"|"41095"|"ALEGIA"
"43007"|"ES21"|"40307"|"BASAURI-KAREAGA"
"43005"|"ES21"|"40305"|"AIALA"
"27019"|"ES21"|"41099"|"VILLABONA"
"99018"|"ES21"|"40699"|"GAZTELEKU"
"22004"|"ES21"|"41004"|"BIDEBIETA"
"5019"|"ES21"|"40119"|"VALLES II"
"27011"|"ES21"|"40711"|"ELGOIBAR"
"5008"|"ES21"|"40108"|"MONTAÑA ALAVESA"
"22015"|"ES21"|"41015"|"OIARTZUN"
"43010"|"ES21"|"40310"|"ETXEBARRI"
"42005"|"ES21"|"40605"|"BEGOÑA"
"5018"|"ES21"|"40118"|"VALLES I"
"47016"|"ES21"|"40516"|"SANTURTZI MAMARIGA"
"43001"|"ES21"|"40301"|"ABADIÑO-ELORRIO-BERRIZ"
"43015"|"ES21"|"40315"|"LLODIO"
"44012"|"ES21"|"40412"|"ALANGO"
"43020"|"ES21"|"40899"|"LAZKAO"
"5004"|"ES21"|"40104"|"CASCO VIEJO VITORIA"
"22025"|"ES21"|"41025"|"AMARA CENTRO"
"27010"|"ES21"|"40710"|"EIBAR"
"44009"|"ES21"|"40409"|"MUNGIA"
"47001"|"ES21"|"40501"|"ABANTO-MUSKIZ"
"5001"|"ES21"|"40101"|"ABETXUKO"
"27006"|"ES21"|"40806"|"AZPEITIA"
"43009"|"ES21"|"40309"|"DURANGO"
"47004"|"ES21"|"40904"|"DESIERTO"
"43006"|"ES21"|"40306"|"BASAURI-ARIZ"
"27020"|"ES21"|"40820"|"ZUMARRAGA"
"22012"|"ES21"|"41112"|"DUMBOA"
"5026"|"ES21"|"40126"|"ZABALGANA"
"22009"|"ES21"|"41109"|"HONDARRIBIA"
"22021"|"ES21"|"41021"|"IZTIETA - ERRENTERIA"
"47003"|"ES21"|"40503"|"BALMASEDA"
"22014"|"ES21"|"41014"|"LOIOLA"
"44011"|"ES21"|"40411"|"TXORIERRI"
"27007"|"ES21"|"40807"|"BEASAIN"
"22013"|"ES21"|"41013"|"LASARTE - USURBIL"
"5027"|"ES21"|"40127"|"SALBURUA"
"44008"|"ES21"|"40408"|"LEIOA"
"22006"|"ES21"|"41006"|"GROS"
"5010"|"ES21"|"40110"|"NORTE-ZUYA"
"47047"|"ES21"|"40147"|"LAKUABIZKARRA"
"47007"|"ES21"|"40907"|"LA PAZ"
"42003"|"ES21"|"40603"|"se funde con miribilla"
"27017"|"ES21"|"41098"|"TOLOSA"
"5005"|"ES21"|"40105"|"LA HABANA"
"47013"|"ES21"|"40913"|"SAN VICENTE"
"44003"|"ES21"|"40403"|"ASTRABUDUA"
"27014"|"ES21"|"40814"|"LEGAZPI"
"27002"|"ES21"|"40702"|"TORREKUA"
"43002"|"ES21"|"40302"|"AMOREBIETA"
"22008"|"ES21"|"41008"|"HERNANI-URNIETA-ASTIGARRAGA"
"47008"|"ES21"|"40908"|"LUTXANA"
"44002"|"ES21"|"40402"|"ALGORTA"
"47017"|"ES21"|"40917"|"SESTAO MARKONZAGA"
"22001"|"ES21"|"41001"|"ALZA-ROTETA"
"99033"|"ES21"|"40633"|"MINA DEL MORRO"
"27018"|"ES21"|"40218"|"VALLE DE LENIZ"
"5007"|"ES21"|"40107"|"LLANADA ALAVESA"
"42015"|"ES21"|"40615"|"SANTUTXU-SOLOKOETXE"
"47006"|"ES21"|"40906"|"SESTAO KUETO"
"47012"|"ES21"|"40512"|"PORTUGALETE REPELEGA"
"42007"|"ES21"|"40607"|"BOMBERO ETXANIZ"
"47015"|"ES21"|"40515"|"SANTURTZI KABIEZES"
"22010"|"ES21"|"41010"|"INTXAURRONDO"
"67"|"ES21"|"40167"|"GAZALBIDE TXAGORRITXU"
"27008"|"ES21"|"40208"|"BERGARA"
"27013"|"ES21"|"41097"|"IBARRA"
"42018"|"ES21"|"40618"|"ZURBARAN"
"27016"|"ES21"|"40816"|"ORDIZIA"
"705001009"|"ES41"|"170122"|"AVILA SUR ESTE"
"709001814"|"ES41"|"170237"|"LAS HUELGAS"
"724002213"|"ES41"|"170310"|"LA CABRERA"
"724002244"|"ES41"|"170328"|"TROBAJO DEL CAMINO-VALVERDE DE LA VIRGEN"
"734000941"|"ES41"|"170509"|"LA PUEBLA"
"734000940"|"ES41"|"170508"|"LOS JARDINILLOS y PAN Y GUINDAS"
"734000924"|"ES41"|"170513"|"PINTOR OLIVA"
"740000971"|"ES41"|"170709"|"SEGOVIA II"
"747001971"|"ES41"|"170916"|"PISUERGA"
"749001183"|"ES41"|"171122"|"ZAMORA SUR"
"749001162"|"ES41"|"171121"|"ZAMORA NORTE"
"749001178"|"ES41"|"171120"|"VIRGEN DE LA CONCHA"
"749001177"|"ES41"|"171119"|"VILLALPANDO"
"749001176"|"ES41"|"171118"|"VIDRIALES"
"749001189"|"ES41"|"171117"|"TORO"
"749001188"|"ES41"|"171116"|"TABARA"
"749001185"|"ES41"|"171115"|"SAYAGO"
"749001171"|"ES41"|"171114"|"SANABRIA"
"749001184"|"ES41"|"171112"|"DR FLEMING"
"749001180"|"ES41"|"171111"|"DIEGO DE LOSADA"
"749001169"|"ES41"|"171110"|"CORRALES DEL VINO"
"749001187"|"ES41"|"171109"|"CARBALLEDA"
"749001167"|"ES41"|"171108"|"CARBAJALES"
"749001166"|"ES41"|"171107"|"CAMPOS - LAMPREANA"
"749001174"|"ES41"|"171106"|"TERA"
"749001182"|"ES41"|"171105"|"BENAVENTE SUR"
"749001179"|"ES41"|"171104"|"BENAVENTE NORTE"
"749001164"|"ES41"|"171103"|"ALTO SANABRIA"
"749001165"|"ES41"|"171102"|"ALISTE"
"749002308"|"ES41"|"171101"|"PARADA DEL MOLINO"
"747001951"|"ES41"|"171026"|"CIGALES"
"747001957"|"ES41"|"171025"|"VALLADOLID RURAL I"
"747001947"|"ES41"|"171024"|"CENTRO - GAMAZO"
"747001972"|"ES41"|"171023"|"LA VICTORIA I"
"747001962"|"ES41"|"171022"|"MEDINA DEL CAMPO URBANO"
"747001961"|"ES41"|"171021"|"MEDINA DEL CAMPO RURAL"
"747001963"|"ES41"|"171020"|"OLMEDO"
"747004070"|"ES41"|"171019"|"ALAEJOS"
"747001970"|"ES41"|"171018"|"TUDELA DE DUERO"
"747001964"|"ES41"|"171017"|"SERRADA"
"747001949"|"ES41"|"171016"|"PORTILLO"
"747001930"|"ES41"|"171015"|"PENAFIEL"
"747001969"|"ES41"|"171014"|"SAN PABLO"
"747001932"|"ES41"|"171013"|"CANTERAC"
"747001939"|"ES41"|"171012"|"RONDILLA II"
"747001938"|"ES41"|"171011"|"RONDILLA I"
"747001937"|"ES41"|"171010"|"PLAZA CIRCULAR"
"747001969"|"ES41"|"171009"|"PILARICA"
"747001941"|"ES41"|"171008"|"SAN ISIDRO - PAJARILLOS"
"747001936"|"ES41"|"171007"|"MAGDALENA"
"747001960"|"ES41"|"171006"|"ISCAR"
"747001934"|"ES41"|"171003"|"CIRCUNVALACION"
"747004051"|"ES41"|"171002"|"ESGUEVILLAS DE ESGUEVA"
"747001931"|"ES41"|"171001"|"BARRIO ESPANA"
"747001935"|"ES41"|"170928"|"DELICIAS II"
"747001933"|"ES41"|"170927"|"DELICIAS I"
"747001973"|"ES41"|"170926"|"VALLADOLID RURAL II"
"747001959"|"ES41"|"170925"|"VILLALON DE CAMPOS"
"747001944"|"ES41"|"170924"|"VILLAFRECHOS"
"747001956"|"ES41"|"170920"|"TORDESILLAS"
"747001965"|"ES41"|"170919"|"VALLADOLID SUR"
"747001968"|"ES41"|"170915"|"PARQUESOL"
"747001955"|"ES41"|"170914"|"MOTA DEL MARQUES"
"747001967"|"ES41"|"170913"|"MEDINA DE RIOSECO"
"747001953"|"ES41"|"170910"|"MAYORGA"
"747001952"|"ES41"|"170909"|"LAGUNA DE DUERO"
"747001948"|"ES41"|"170907"|"HUERTA DEL REY"
"747001950"|"ES41"|"170906"|"ESPERANTO"
"747001946"|"ES41"|"170903"|"CAMPO GRANDE"
"747001945"|"ES41"|"170902"|"ARTURO EYRIES"
"742000765"|"ES41"|"170814"|"SORIA SUR"
"742000755"|"ES41"|"170813"|"SORIA NORTE"
"742000764"|"ES41"|"170812"|"SAN PEDRO MANRIQUE"
"742000757"|"ES41"|"170811"|"SORIA RURAL"
"742000763"|"ES41"|"170810"|"SAN LEONARDO DE YAGUE"
"742000766"|"ES41"|"170809"|"PINARES - COVALEDA"
"742000760"|"ES41"|"170808"|"OLVEGA"
"742000759"|"ES41"|"170807"|"GOMARA"
"742000762"|"ES41"|"170806"|"SAN ESTEBAN DE GORMAZ"
"742000758"|"ES41"|"170805"|"BURGO DE OSMA"
"742000754"|"ES41"|"170804"|"BERLANGA DE DUERO"
"742000753"|"ES41"|"170803"|"ARCOS DE JALON"
"742000752"|"ES41"|"170802"|"ALMAZAN"
"742000751"|"ES41"|"170801"|"AGREDA"
"740000960"|"ES41"|"170716"|"SACRAMENIA"
"740000959"|"ES41"|"170715"|"SAN ILDEFONSO O LA GRANJA"
"740000965"|"ES41"|"170714"|"EL ESPINAR"
"740000958"|"ES41"|"170713"|"VILLACASTIN"
"740000957"|"ES41"|"170712"|"SEPULVEDA"
"740000968"|"ES41"|"170711"|"SEGOVIA RURAL"
"740000973"|"ES41"|"170710"|"SEGOVIA III"
"740000972"|"ES41"|"170708"|"SEGOVIA I"
"740000961"|"ES41"|"170707"|"RIAZA"
"740000963"|"ES41"|"170706"|"NAVA DE LA ASUNCION"
"740000962"|"ES41"|"170705"|"LA SIERRA"
"740000964"|"ES41"|"170704"|"FUENTESAUCO DE FUENTIDUENA"
"740000966"|"ES41"|"170703"|"CUELLAR"
"740000967"|"ES41"|"170702"|"CARBONERO EL MAYOR"
"740000969"|"ES41"|"170701"|"CANTALEJO"
"737002040"|"ES41"|"170637"|"CAPUCHINOS"
"737002033"|"ES41"|"170636"|"SAN JUAN"
"737002043"|"ES41"|"170635"|"UNIVERSIDAD CENTRO"
"737002028"|"ES41"|"170634"|"VITIGUDINO"
"737002027"|"ES41"|"170633"|"VILLORIA"
"737002035"|"ES41"|"170631"|"TEJARES"
"737002026"|"ES41"|"170630"|"TAMAMES"
"737002025"|"ES41"|"170629"|"SANCTI-SPIRITUS - CANALEJAS"
"737002037"|"ES41"|"170628"|"SANTA MARTA DE TORMES"
"737002013"|"ES41"|"170627"|"SAN JOSE"
"737002024"|"ES41"|"170626"|"ROBLEDA"
"737002036"|"ES41"|"170625"|"PIZARRALES"
"737002023"|"ES41"|"170624"|"PENARANDA DE BRACAMONTE"
"737002041"|"ES41"|"170623"|"PERIURBANA SUR"
"737002039"|"ES41"|"170622"|"PERIURBANA NORTE"
"737002022"|"ES41"|"170621"|"PEDROSILLO EL RALO"
"737002021"|"ES41"|"170620"|"MIRANDA DEL CASTANAR"
"737002020"|"ES41"|"170619"|"MATILLA DE LOS CANOS DEL RIO"
"737002019"|"ES41"|"170618"|"LUMBRALES"
"737002018"|"ES41"|"170617"|"LINARES DE RIOFRIO"
"737002017"|"ES41"|"170616"|"LEDESMA"
"737002008"|"ES41"|"170615"|"LA ALBERCA"
"737002029"|"ES41"|"170614"|"ALAMEDILLA"
"737002007"|"ES41"|"170613"|"GUIJUELO"
"737002042"|"ES41"|"170612"|"GARRIDO SUR"
"737002034"|"ES41"|"170611"|"GARRIDO NORTE"
"737002015"|"ES41"|"170610"|"FUENTES DE ONORO"
"737002014"|"ES41"|"170609"|"FUENTEGUINALDO"
"737002016"|"ES41"|"170608"|"FUENTE DE SAN ESTEBAN (LA)"
"737002031"|"ES41"|"170607"|"SAN BERNARDO OESTE"
"737002038"|"ES41"|"170606"|"CIUDAD RODRIGO"
"737002011"|"ES41"|"170605"|"CANTALAPIEDRA"
"737003692"|"ES41"|"170604"|"CALZADA DE VALDUNCIEL"
"737002030"|"ES41"|"170603"|"BEJAR"
"737002010"|"ES41"|"170602"|"ALDEADAVILA DE LA RIBERA"
"737002009"|"ES41"|"170601"|"ALBA DE TORMES"
"734000937"|"ES41"|"170520"|"VILLAMURIEL DE CERRATO"
"734000936"|"ES41"|"170519"|"VILLADA"
"734000938"|"ES41"|"170518"|"VILLARRAMIEL"
"734000935"|"ES41"|"170517"|"VENTA DE BANOS"
"734000934"|"ES41"|"170516"|"TORQUEMADA"
"734000923"|"ES41"|"170515"|"SAN JUANILLO"
"734000944"|"ES41"|"170514"|"SALDANA"
"734000932"|"ES41"|"170512"|"PAREDES DE NAVA"
"734000922"|"ES41"|"170511"|"PALENCIA RURAL"
"734000931"|"ES41"|"170510"|"OSORNO"
"734000930"|"ES41"|"170507"|"HERRERA DE PISUERGA"
"734000942"|"ES41"|"170506"|"GUARDO"
"734000927"|"ES41"|"170505"|"FROMISTA"
"734000943"|"ES41"|"170504"|"CERVERA DE PISUERGA"
"734000928"|"ES41"|"170503"|"CARRION DE LOS CONDES"
"734000926"|"ES41"|"170502"|"BALTANAS"
"734000925"|"ES41"|"170501"|"AGUILAR DE CAMPOO"
"724002243"|"ES41"|"170411"|"PONFERRADA IV"
"724002233"|"ES41"|"170410"|"VILLAFRANCA DEL BIERZO"
"724002242"|"ES41"|"170409"|"VILLABLINO"
"724002231"|"ES41"|"170408"|"TORENO"
"724002230"|"ES41"|"170407"|"PUENTE DE DOMINGO FLOREZ"
"724002229"|"ES41"|"170406"|"PONFERRADA III"
"724002228"|"ES41"|"170405"|"PONFERRADA II"
"724002239"|"ES41"|"170404"|"PONFERRADA I"
"724002227"|"ES41"|"170403"|"FABERO"
"724002226"|"ES41"|"170402"|"CACABELOS"
"724002225"|"ES41"|"170401"|"BEMBIBRE"
"724002245"|"ES41"|"170327"|"VALENCIA DE DON JUAN"
"724002223"|"ES41"|"170326"|"VALDERAS"
"724002222"|"ES41"|"170325"|"SANTA MARIA DEL PARAMO"
"724002221"|"ES41"|"170324"|"SAN ANDRES DEL RABANEDO"
"724002220"|"ES41"|"170323"|"SAHAGUN DE CAMPOS"
"724002234"|"ES41"|"170322"|"RIBERA DE ORBIGO"
"724002219"|"ES41"|"170321"|"RIBERA DEL ESLA"
"724002218"|"ES41"|"170320"|"RIANO"
"724002215"|"ES41"|"170319"|"MATALLANA DE TORIO"
"724002214"|"ES41"|"170318"|"MANSILLA DE LAS MULAS"
"724002236"|"ES41"|"170317"|"LEON VI - JOSE AGUADO"
"724002210"|"ES41"|"170315"|"LEON IV - CRUCERO"
"724002237"|"ES41"|"170314"|"LEON III - LA CONDESA"
"724002241"|"ES41"|"170313"|"LEON II - LA PALOMERA"
"724002240"|"ES41"|"170312"|"LEON I - ERAS DE RENUEVA"
"724002208"|"ES41"|"170311"|"LA MAGDALENA"
"724002212"|"ES41"|"170309"|"LA BANEZA II"
"724002211"|"ES41"|"170308"|"LA BANEZA I"
"724002217"|"ES41"|"170307"|"CUENCA DE BERNESGA"
"724002209"|"ES41"|"170306"|"CISTIERNA"
"724002207"|"ES41"|"170305"|"BONAR"
"724002248"|"ES41"|"170304"|"BABIA"
"724002247"|"ES41"|"170303"|"ASTORGA II"
"724002246"|"ES41"|"170302"|"ASTORGA I"
"724002204"|"ES41"|"170301"|"ARMUNIA"
"709001812"|"ES41"|"170236"|"CASA LA VEGA"
"709001809"|"ES41"|"170235"|"VILLARCAYO"
"709001790"|"ES41"|"170234"|"VALLE DE MENA"
"709001802"|"ES41"|"170233"|"VILLADIEGO"
"709001791"|"ES41"|"170232"|"VALLE DE VADEBEZANA"
"709001796"|"ES41"|"170231"|"VALLE DE TOBALINA"
"709001789"|"ES41"|"170230"|"VALLE DE LOSA"
"709001788"|"ES41"|"170229"|"SEDANO"
"709001811"|"ES41"|"170228"|"SANTA CLARA"
"709001806"|"ES41"|"170227"|"SAN AGUSTIN"
"709003511"|"ES41"|"170226"|"SALAS DE LOS INFANTES"
"709001785"|"ES41"|"170225"|"ROA DE DUERO"
"709001813"|"ES41"|"170224"|"QUINTANAR  DE LA SIERRA"
"709001795"|"ES41"|"170223"|"PAMPLIEGA"
"709001801"|"ES41"|"170222"|"MIRANDA OESTE"
"709001808"|"ES41"|"170221"|"MIRANDA ESTE"
"709001794"|"ES41"|"170220"|"MELGAR DE FERNAMENTAL"
"709001783"|"ES41"|"170219"|"MEDINA DE POMAR"
"709001807"|"ES41"|"170218"|"LOS CUBOS"
"709001805"|"ES41"|"170217"|"LOS COMUNEROS"
"709002884"|"ES41"|"170216"|"LERMA"
"709001810"|"ES41"|"170215"|"HUERTA DE REY"
"709001779"|"ES41"|"170214"|"GARCIA LORCA"
"709001781"|"ES41"|"170213"|"LAS TORRES"
"709001780"|"ES41"|"170212"|"GAMONAL ANTIGUA"
"709001778"|"ES41"|"170211"|"ESPINOSA DE LOS MONTEROS"
"709001793"|"ES41"|"170210"|"CONDADO DE TREVINO"
"709001775"|"ES41"|"170209"|"BURGOS RURAL SUR"
"709001774"|"ES41"|"170208"|"BURGOS RURAL NORTE"
