"zbs_residencia_cd"|"ccaa_cd"|"codatzbs"|"n_zbs"
"709001803"|"ES41"|"170207"|"BURGOS CENTRO B"
"709001804"|"ES41"|"170206"|"BURGOS CENTRO A"
"709001777"|"ES41"|"170205"|"BRIVIESCA"
"709001776"|"ES41"|"170204"|"BELORADO"
"709001799"|"ES41"|"170202"|"ARANDA DE DUERO - RURAL"
"709001797"|"ES41"|"170201"|"ARANDA  DE DUERO NORTE"
"705001002"|"ES41"|"170121"|"MUNICO"
"705001001"|"ES41"|"170120"|"MUNANA"
"705001005"|"ES41"|"170119"|"SOTILLO DE LA ADRADA"
"705001004"|"ES41"|"170118"|"SAN PEDRO DEL ARROYO"
"705001003"|"ES41"|"170117"|"PIEDRAHITA"
"705001000"|"ES41"|"170116"|"MOMBELTRAN"
"705001008"|"ES41"|"170115"|"MADRIGAL DE LAS ALTAS TORRES"
"705000988"|"ES41"|"170114"|"LAS NAVAS DEL MARQUES"
"705000989"|"ES41"|"170113"|"GREDOS"
"705000998"|"ES41"|"170112"|"FONTIVEROS"
"705000996"|"ES41"|"170111"|"CEBREROS"
"705000995"|"ES41"|"170110"|"CANDELEDA"
"705001973"|"ES41"|"170109"|"BURGOHONDO"
"705000997"|"ES41"|"170108"|"BARCO DE AVILA"
"705001007"|"ES41"|"170107"|"AVILA SUR OESTE"
"705000999"|"ES41"|"170106"|"LANZAHITA"
"705000991"|"ES41"|"170105"|"AVILA RURAL"
"705001006"|"ES41"|"170104"|"AVILA NORTE"
"705000990"|"ES41"|"170103"|"AVILA ESTACION"
"705000993"|"ES41"|"170102"|"AREVALO"
"705000992"|"ES41"|"170101"|"ARENAS DE SAN PEDRO"
"709001798"|"ES41"|"170203"|"ARANDA DE DUERO SUR"
"724002235"|"ES41"|"170316"|"LEON V - JOSE AGUADO"
"749001181"|"ES41"|"171113"|"LA GUARENA"
"50300"|"ES12"|"50300"|NA
"50400"|"ES12"|"50400"|NA
"50800"|"ES12"|"50800"|NA
"50500"|"ES12"|"50500"|NA
"50100"|"ES12"|"50100"|NA
"50600"|"ES12"|"50600"|NA
"124"|"ES22"|"124"|"LEZKAIRU"
"62"|"ES21"|"62"|"NA AIETE"
"16010110"|"ES30"|"160131"|"VILLAREJO DE SALVANES"
"16010210"|"ES30"|"160118"|"MORATA-PERALES DE TAJUNA"
"16010310"|"ES30"|"160106"|"CAMPO REAL"
"16010410"|"ES30"|"160104"|"ARGANDA DEL REY-FELICIDAD"
"16010510"|"ES30"|"160123"|"RIVAS"
"16010610"|"ES30"|"160123"|"RIVAS"
"16010710"|"ES30"|"160132"|"VINATEROS - TORITO"
"16011310"|"ES30"|"160116"|"PACIFICO"
"16011410"|"ES30"|"160112"|"IBIZA"
"16011710"|"ES30"|"160110"|"ESTRELLA-MEDIALEGUA"
"16011810"|"ES30"|"160115"|"NUMANCIA-PENAPRIETA"
"16011910"|"ES30"|"160115"|"NUMANCIA-PENAPRIETA"
"16012010"|"ES30"|"160113"|"MARTINEZ DE LA RIVA"
"16012110"|"ES30"|"160103"|"ANGELA URIARTE"
"16012310"|"ES30"|"160125"|"SAN DIEGO"
"16012410"|"ES30"|"160121"|"POZO DE TIO RAIMUNDO"
"16012610"|"ES30"|"160120"|"PORTAZGO"
"16012710"|"ES30"|"160122"|"RAFAEL ALBERTI-FEDERICA MONTSENY"
"16012810"|"ES30"|"160122"|"RAFAEL ALBERTI-FEDERICA MONTSENY"
"16012910"|"ES30"|"160130"|"VILLA VALLECAS"
"16013010"|"ES30"|"160126"|"SANTA EUGENIA"
"16013110"|"ES30"|"160102"|"ALCALA DE GUADAIRA"
"16013210"|"ES30"|"160109"|"ENTREVIAS"
"16013310"|"ES30"|"160107"|"CAMPO DE LA PALOMA"
"16013510"|"ES30"|"160117"|"VANDEL-PAVONES"
"16013710"|"ES30"|"160101"|"ADELFAS"
"16013810"|"ES30"|"160127"|"VALDEBERNARDO"
"16013910"|"ES30"|"160128"|"VICALVARO - ARTILLEROS"
"16014010"|"ES30"|"160129"|"VICALVARO - VILLABLANCA-VALDERRIBAS"
"16014110"|"ES30"|"160104"|"ARGANDA DEL REY-FELICIDAD"
"16014210"|"ES30"|"160108"|"ENSANCHE VALLECAS"
"16021110"|"ES30"|"160206"|"DOCTOR TAMAMES"
"16021210"|"ES30"|"160216"|"VALLEGUADO-COSLADA-JAIME VERA"
"16021310"|"ES30"|"160216"|"VALLEGUADO-COSLADA-JAIME VERA"
"16021410"|"ES30"|"160204"|"CIUDAD SAN PABLO"
"16021510"|"ES30"|"160209"|"LOS ALPERCHINES"
"16021610"|"ES30"|"160214"|"SAN FERNANDO"
"16021710"|"ES30"|"160210"|"MEJORADA DEL CAMPO"
"16021810"|"ES30"|"160201"|"BARRIO DEL PUERTO"
"16022310"|"ES30"|"160202"|"BAVIERA"
"16022410"|"ES30"|"160208"|"GOYA-LONDRES-MONTESA"
"16022510"|"ES30"|"160208"|"GOYA-LONDRES-MONTESA"
"16022610"|"ES30"|"160207"|"CASTELLON-GENERAL ORAA"
"16022710"|"ES30"|"160207"|"CASTELLON-GENERAL ORAA"
"16022810"|"ES30"|"160208"|"GOYA-LONDRES-MONTESA"
"16023110"|"ES30"|"160215"|"SEGRE-POTOSI"
"16023210"|"ES30"|"160213"|"PROSPERIDAD"
"16023310"|"ES30"|"160213"|"PROSPERIDAD"
"16023410"|"ES30"|"160213"|"PROSPERIDAD"
"16023510"|"ES30"|"160215"|"SEGRE-POTOSI"
"16023610"|"ES30"|"160215"|"SEGRE-POTOSI"
"16023710"|"ES30"|"160211"|"NUNEZ MORGADO"
"16030110"|"ES30"|"160302"|"CARMEN CALZADO"
"16030210"|"ES30"|"160316"|"PUERTA DE MADRID"
"16030310"|"ES30"|"160315"|"NTRA. SRA. DEL PILAR"
"16030410"|"ES30"|"160310"|"LUIS VIVES"
"16030510"|"ES30"|"160311"|"MANUEL MERINO"
"16030710"|"ES30"|"160319"|"VIRGEN DEL VAL-JUAN DE AUSTRIA"
"16030810"|"ES30"|"160312"|"MARIA DE GUZMAN"
"16030910"|"ES30"|"160314"|"REYES MAGOS-GARENA-MIGUEL DE CERVANTES"
"16031010"|"ES30"|"160313"|"MECO"
"16031110"|"ES30"|"160318"|"TORRES DE LA ALAMEDA"
"16031210"|"ES30"|"160308"|"LAS FRONTERAS"
"16031310"|"ES30"|"160307"|"LA VEREDILLA"
"16031410"|"ES30"|"160303"|"EL JUNCAL"
"16031510"|"ES30"|"160301"|"LOSFRESNOS-BRUJULA"
"16031610"|"ES30"|"160306"|"LA PLATA"
"16032110"|"ES30"|"160314"|"REYES MAGOS-GARENA-MIGUEL DE CERVANTES"
"16032210"|"ES30"|"160301"|"LOSFRESNOS-BRUJULA"
"16032310"|"ES30"|"160314"|"REYES MAGOS-GARENA-MIGUEL DE CERVANTES"
"16040110"|"ES30"|"160408"|"DAROCA-LAELIPA"
"16040310"|"ES30"|"160409"|"DR. CIRAJAS"
"16040410"|"ES30"|"160420"|"SIMANCAS-GANDHI"
"16040510"|"ES30"|"160410"|"ESTRECHO DE COREA"
"16040710"|"ES30"|"160406"|"CANAL DE PANAMA"
"16040810"|"ES30"|"160421"|"VICENTE MUZAS"
"16040910"|"ES30"|"160403"|"AQUITANIA"
"16041210"|"ES30"|"160407"|"CANILLEJAS"
"16041310"|"ES30"|"160417"|"REJAS"
"16041410"|"ES30"|"160402"|"ALPES"
"16041510"|"ES30"|"160419"|"SILVANO"
"16041710"|"ES30"|"160405"|"BENITA DE AVILA"
"16041810"|"ES30"|"160414"|"MAR BALTICO"
"16042010"|"ES30"|"160415"|"MONOVAR"
"16042110"|"ES30"|"160404"|"BARAJAS"
"16042210"|"ES30"|"160401"|"ALAMEDA DE OSUNA"
"16042510"|"ES30"|"160422"|"SANCHINARRO-VIRGEN DEL CORTIJO-LAS TABLAS"
"16042710"|"ES30"|"160413"|"JAZMIN"
"16042910"|"ES30"|"160416"|"QUINTA DE LOS MOLINOS"
"16043210"|"ES30"|"160412"|"GARCIA NOBLEJAS"
"16043410"|"ES30"|"161116"|"GENERAL RICARDOS-OPANEL-SANISIDRO"
"16051210"|"ES30"|"160512"|"GENERAL MOSCARDO-INFANTA MERCEDES"
"16051310"|"ES30"|"160504"|"BUSTARVIEJO"
"16051410"|"ES30"|"160705"|"CEA BERMUDEZ-REINA VICTORIA"
"16051510"|"ES30"|"160534"|"VILLAAMIL"
"16051610"|"ES30"|"160533"|"VALDEACEDERAS"
"16051710"|"ES30"|"160515"|"LA VENTILLA"
"16052010"|"ES30"|"160509"|"EL PARDO"
"16052110"|"ES30"|"160511"|"FUENCARRAL-MONTECARMELO-MIRASIERRA-FUENTERREINA"
"16052210"|"ES30"|"160535"|"VIRGEN DE BEGONA"
"16052310"|"ES30"|"160505"|"CIUDAD DE LOS PERIODISTAS"
"16052410"|"ES30"|"160523"|"PILAR"
"16052810"|"ES30"|"160522"|"PENAGRANDE-MONFORTE DE LEMOS"
"16052910"|"ES30"|"160511"|"FUENCARRAL-MONTECARMELO-MIRASIERRA-FUENTERREINA"
"16053010"|"ES30"|"160511"|"FUENCARRAL-MONTECARMELO-MIRASIERRA-FUENTERREINA"
"16053110"|"ES30"|"160501"|"ALCOBENDAS-CHOPERA"
"16053310"|"ES30"|"160518"|"MIRAFLORES-LA MORALEJA"
"16053410"|"ES30"|"160517"|"MARQUES DE LA VALDAVIA-VALDELASFUENTES"
"16053510"|"ES30"|"160518"|"MIRAFLORES-LA MORALEJA"
"16053610"|"ES30"|"160517"|"MARQUES DE LA VALDAVIA-VALDELASFUENTES"
"16054110"|"ES30"|"160532"|"V CENTENARIO"
"16054210"|"ES30"|"160526"|"REYES CATOLICOS"
"16054310"|"ES30"|"160527"|"ROSA LUXEMBURGO"
"16055110"|"ES30"|"160506"|"COLMENAR VIEJO NORTE-SUR"
"16055510"|"ES30"|"160528"|"SECTOR EMBARCACIONES-OFICIOS"
"16055610"|"ES30"|"160506"|"COLMENAR VIEJO NORTE-SUR"
"16055710"|"ES30"|"160528"|"SECTOR EMBARCACIONES-OFICIOS"
"16056110"|"ES30"|"160502"|"ALGETE-ELMOLAR"
"16056210"|"ES30"|"160521"|"PARACUELLOS DEL JARAMA"
"16056310"|"ES30"|"160516"|"MANZANARES EL REAL"
"16056410"|"ES30"|"160502"|"ALGETE-ELMOLAR"
"16056510"|"ES30"|"160514"|"LA CABRERA"
"16056610"|"ES30"|"160531"|"TORRELAGUNA"
"16056710"|"ES30"|"160503"|"BUITRAGO DE LOZOYA"
"16056810"|"ES30"|"160524"|"RASCAFRIA"
"16056910"|"ES30"|"160530"|"SOTO DEL REAL"
"16061110"|"ES30"|"160603"|"BOADILLA DEL MONTE"
"16061210"|"ES30"|"160616"|"POZUELOS-SAN JUAN DE LA CRUZ"
"16061310"|"ES30"|"160622"|"VILLANUEVA DE LA CANADA"
"16061410"|"ES30"|"160621"|"MAJADAHONDA-VALLE OLIVA"
"16061510"|"ES30"|"160610"|"LAS ROZAS-MONTERROZAS"
"16061610"|"ES30"|"160610"|"LAS ROZAS-MONTERROZAS"
"16061710"|"ES30"|"160616"|"POZUELOS-SAN JUAN DE LA CRUZ"
"16061910"|"ES30"|"160616"|"POZUELOS-SAN JUAN DE LA CRUZ"
"16062010"|"ES30"|"160621"|"MAJADAHONDA-VALLE OLIVA"
"16062110"|"ES30"|"160619"|"TORRELODONES"
"16062210"|"ES30"|"160608"|"GALAPAGAR"
"16062310"|"ES30"|"160617"|"SAN LORENZO DE EL ESCORIAL"
"16062410"|"ES30"|"160618"|"COLLADO VILLALBA-SIERRA GUADARRAMA"
"16062510"|"ES30"|"160609"|"GUADARRAMA"
"16062610"|"ES30"|"160605"|"CERCEDILLA"
"16062710"|"ES30"|"160615"|"ROBLEDO DE CHAVELA"
"16062810"|"ES30"|"160618"|"COLLADO VILLALBA-SIERRA GUADARRAMA"
"16062910"|"ES30"|"160618"|"COLLADO VILLALBA-SIERRA GUADARRAMA"
"16063110"|"ES30"|"160620"|"VALDEZARZA"
"16063210"|"ES30"|"160601"|"ARAVACA"
"16063310"|"ES30"|"160604"|"CASA DE CAMPO"
"16063410"|"ES30"|"160602"|"ARGUELLES"
"16063510"|"ES30"|"160602"|"ARGUELLES"
"16063610"|"ES30"|"160620"|"VALDEZARZA"
"16063710"|"ES30"|"160620"|"VALDEZARZA"
"16070110"|"ES30"|"160702"|"ANDRES MELLADO"
"16070210"|"ES30"|"160705"|"CEA BERMUDEZ-REINA VICTORIA"
"16070310"|"ES30"|"160710"|"GUZMAN EL BUENO"
"16070410"|"ES30"|"160708"|"ESPRONCEDA"
"16070610"|"ES30"|"160707"|"ELOY GONZALO"
"16071110"|"ES30"|"160718"|"PALMA UNIVERSIDAD"
"16071210"|"ES30"|"160711"|"JUSTICIA"
"16071310"|"ES30"|"160706"|"CORTES"
"16071410"|"ES30"|"160720"|"SEGOVIA"
"16071510"|"ES30"|"160713"|"LAVAPIES"
"16071610"|"ES30"|"160701"|"ALAMEDA"
"16072110"|"ES30"|"160704"|"CARAMUEL"
"16072210"|"ES30"|"160716"|"PUERTA DEL ANGEL-LUCERO"
"16072410"|"ES30"|"160716"|"PUERTA DEL ANGEL-LUCERO"
"16072610"|"ES30"|"160717"|"MAQUEDA"
"16072710"|"ES30"|"160715"|"LOS YEBENES"
"16072810"|"ES30"|"160714"|"LOS CARMENES"
"16073110"|"ES30"|"160703"|"CAMPAMENTO"
"16073210"|"ES30"|"160712"|"LAS AGUILAS"
"16073410"|"ES30"|"160721"|"VALLE INCLAN"
"16073610"|"ES30"|"160709"|"GENERAL FANJUL"
"16080110"|"ES30"|"160812"|"LA RIBOTA-MIGUEL SERVET"
"16080210"|"ES30"|"160819"|"RAMON Y CAJAL"
"16080310"|"ES30"|"160813"|"LOS CASTILLOS"
"16080410"|"ES30"|"160805"|"LAIN ENTRALGO-TRUETA"
"16080510"|"ES30"|"160810"|"GREGORIO MARANON"
"16080610"|"ES30"|"160812"|"LA RIBOTA-MIGUEL SERVET"
"16081110"|"ES30"|"160805"|"LAIN ENTRALGO-TRUETA"
"16082010"|"ES30"|"160808"|"EL SOTO"
"16082110"|"ES30"|"160818"|"PRESENTACION SABIO"
"16082210"|"ES30"|"160811"|"LA PRINCESA"
"16082310"|"ES30"|"160802"|"BARCELONA"
"16082410"|"ES30"|"160809"|"FELIPE II"
"16082510"|"ES30"|"160806"|"DOCTOR LUENGO RODRIGUEZ"
"16082610"|"ES30"|"160804"|"DOS DE MAYO"
"16082710"|"ES30"|"160801"|"ALCALDE BARTOLOME GONZALEZ"
"16082810"|"ES30"|"160822"|"VILLAVICIOSA DE ODON"
"16082910"|"ES30"|"160817"|"ARROYOMOLINOS-PARQUE COIMBRA"
"16084610"|"ES30"|"160815"|"NAVALCARNERO"
"16084710"|"ES30"|"160821"|"VILLA DEL PRADO"
"16084810"|"ES30"|"160803"|"CADALSO DE LOS VIDRIOS"
"16084910"|"ES30"|"160820"|"SAN MARTIN DE VALDEIGLESIAS-NAVAS DEL REY"
"16085010"|"ES30"|"160820"|"SAN MARTIN DE VALDEIGLESIAS-NAVAS DEL REY"
"16090110"|"ES30"|"160903"|"CUZCO"
"16090210"|"ES30"|"160901"|"ALICANTE"
"16090310"|"ES30"|"160902"|"CASTILLA LA NUEVA"
"16090410"|"ES30"|"160904"|"EL NARANJO"
"16090510"|"ES30"|"160916"|"PANADERAS"
"16090610"|"ES30"|"160906"|"FRANCIA"
"16090710"|"ES30"|"160908"|"HUMANES DE MADRID"
"16090810"|"ES30"|"160907"|"HUERTA DE LOS FRAILES"
"16090910"|"ES30"|"160914"|"MARIA JESUS HEREZA"
"16091010"|"ES30"|"160918"|"PIZARRO-PALOMARES"
"16091110"|"ES30"|"160910"|"LOS PEDROCHES"
"16091210"|"ES30"|"160905"|"EUROPA"
"16091310"|"ES30"|"160912"|"MARIA MONTESSORI"
"16091410"|"ES30"|"160911"|"MARIA CURIE"
"16091510"|"ES30"|"160913"|"MENDIGUCHIA CARRICHE"
"16092110"|"ES30"|"160917"|"PARQUE LORANCA"
"16092210"|"ES30"|"160909"|"LEGANES NORTE"
"16100110"|"ES30"|"161003"|"GRINON"
"16101110"|"ES30"|"161011"|"PINTORES"
"16101210"|"ES30"|"161006"|"LAS AMERICAS-ISABEL II"
"16101310"|"ES30"|"161012"|"SAN BLAS"
"16101510"|"ES30"|"161006"|"LAS AMERICAS-ISABEL II"
"16102110"|"ES30"|"161010"|"PINTO-PARQUEEUROPA"
"16102210"|"ES30"|"161010"|"PINTO-PARQUEEUROPA"
"16103110"|"ES30"|"161005"|"JUAN DE LA CIERVA"
"16103210"|"ES30"|"161008"|"LAS MARGARITAS-GETAFE NORTE"
"16103310"|"ES30"|"161001"|"EL GRECO"
"16103410"|"ES30"|"161007"|"LAS CIUDADES"
"16103510"|"ES30"|"161013"|"SECTOR III"
"16103610"|"ES30"|"160919"|"EL BERCIAL"
"16104010"|"ES30"|"161014"|"SANCHEZ MORATE"
"16104210"|"ES30"|"161008"|"LAS MARGARITAS-GETAFE NORTE"
"16110210"|"ES30"|"161136"|"VISTA ALEGRE"
"16110310"|"ES30"|"161117"|"BUENAVISTA-GUAYABA-CARABANCHEL ALTO"
"16110510"|"ES30"|"161129"|"PUERTA BONITA"
"16110610"|"ES30"|"161101"|"ABRANTES"
"16110710"|"ES30"|"161117"|"BUENAVISTA-GUAYABA-CARABANCHEL ALTO"
"16111010"|"ES30"|"161114"|"VALDEMORO-ELRESTON"
"16111110"|"ES30"|"161114"|"VALDEMORO-ELRESTON"
"16111210"|"ES30"|"161110"|"CIEMPOZUELOS"
"16111310"|"ES30"|"161111"|"COLMENAR DE OREJA"
"16111410"|"ES30"|"161106"|"ARANJUEZ"
"16111510"|"ES30"|"161120"|"LAS OLIVAS"
"16111610"|"ES30"|"161134"|"SAN MARTIN DE LA VEGA"
"16112110"|"ES30"|"161102"|"ACACIAS-IMPERIAL-ANTONIO LEYVA"
"16112210"|"ES30"|"161124"|"MARTIN DE VARGAS"
"16112310"|"ES30"|"161109"|"CHOPERA-LEGAZPI"
"16112410"|"ES30"|"161115"|"EMBAJADORES-DELICIAS"
"16112510"|"ES30"|"161109"|"CHOPERA-LEGAZPI"
"16112610"|"ES30"|"161109"|"CHOPERA-LEGAZPI"
"16112810"|"ES30"|"161102"|"ACACIAS-IMPERIAL-ANTONIO LEYVA"
"16113210"|"ES30"|"161122"|"LOS ANGELES"
"16113310"|"ES30"|"161103"|"ALCOCER"
"16113410"|"ES30"|"161130"|"SAN ANDRES"
"16113510"|"ES30"|"161108"|"BUTARQUE-LOS ROSALES"
"16113610"|"ES30"|"161131"|"SAN CRISTOBAL"
"16113810"|"ES30"|"161113"|"EL ESPINILLO"
"16114110"|"ES30"|"161116"|"GENERAL RICARDOS-OPANEL-SANISIDRO"
"16114310"|"ES30"|"161116"|"GENERAL RICARDOS-OPANEL-SANISIDRO"
"16114510"|"ES30"|"161112"|"COMILLAS"
"16115110"|"ES30"|"161119"|"LAS CALESAS"
"16115210"|"ES30"|"161104"|"ALMENDRALES"
"16115310"|"ES30"|"161137"|"ZOFIO"
"16115510"|"ES30"|"161126"|"ORCASITAS"
"16115610"|"ES30"|"161132"|"SAN FERMIN"
"16115910"|"ES30"|"161127"|"ORCASUR"
"16116010"|"ES30"|"161128"|"PERALES DEL RIO"
"16116110"|"ES30"|"161115"|"EMBAJADORES-DELICIAS"
"140103"|"ES53"|"100102"|"SANTA PONSA"
"140106"|"ES53"|"100105"|"SON SERRA-LA VILETA-VALLDARGENT"
"140107"|"ES53"|"100509"|"COLL DEN RABASSA"
"140115"|"ES53"|"100503"|"PONT DE INCA"
"140118"|"ES53"|"100604"|"POLLENSA"
"140120"|"ES53"|"100516"|"RAFAL NOU-SON GOTLEU-SON RUTLAN"
"140123"|"ES53"|"100111"|"SESCORXADOR"
"140127"|"ES53"|"100506"|"SOLLER-SERRA NORD"
"140130"|"ES53"|"100516"|"RAFAL NOU-SON GOTLEU-SON RUTLAN"
"140132"|"ES53"|"100105"|"SON SERRA-LA VILETA-VALLDARGENT"
"140141"|"ES53"|"100505"|"MUNTANYA-SANTA MARIA DEL CAMI"
"140142"|"ES53"|"100505"|"MUNTANYA-SANTA MARIA DEL CAMI"
"140146"|"ES53"|"100516"|"RAFAL NOU-SON GOTLEU-SON RUTLAN"
"140302"|"ES53"|"100302"|"EIXAMPLE-ES VIVER"
"140303"|"ES53"|"100307"|"SANT ANTONI-SANT JOSEP DE SA TALIA"
"140304"|"ES53"|"100305"|"SANTA EULARIA"
"140305"|"ES53"|"100302"|"EIXAMPLE-ES VIVER"
"140308"|"ES53"|"100307"|"SANT ANTONI-SANT JOSEP DE SA TALIA"
"140101"|"ES53"|"100106"|"ARQUITECTE BENNASSAR"
"140102"|"ES53"|"100504"|"ES RAIGUER"
"140104"|"ES53"|"100107"|"CAMP REDO"
"140105"|"ES53"|"100402"|"XALOC"
"140108"|"ES53"|"100510"|"POLIGON DE LLEVANT"
"140109"|"ES53"|"100511"|"ESCOLA GRADUADA"
"140110"|"ES53"|"100103"|"TRAMUNTANA"
"140111"|"ES53"|"100404"|"FELANITX"
"140112"|"ES53"|"100602"|"ES BLANQUER"
"140113"|"ES53"|"100501"|"MIGJORN"
"140114"|"ES53"|"100405"|"SA TORRE"
"140116"|"ES53"|"100603"|"MARINES"
"140117"|"ES53"|"100512"|"PERE GARAU"
"140119"|"ES53"|"100108"|"CASA DEL MAR"
"140121"|"ES53"|"100508"|"PLATJA DE PALMA"
"140122"|"ES53"|"100605"|"TORRENT DE SANT MIQUEL"
"140124"|"ES53"|"100110"|"SANTA CATALINA"
"140125"|"ES53"|"100407"|"SANTANYI"
"140126"|"ES53"|"100606"|"ES PLA"
"140128"|"ES53"|"100112"|"SON CLADERA"
"140129"|"ES53"|"100514"|"SON FERRIOL"
"140131"|"ES53"|"100113"|"SON PISA"
"140133"|"ES53"|"100408"|"LLEVANT"
"140134"|"ES53"|"100409"|"SES ROQUES LLISES"
"140136"|"ES53"|"100101"|"PONENT"
"140137"|"ES53"|"100401"|"NUREDDUNA"
"140138"|"ES53"|"100601"|"SAFRA"
"140139"|"ES53"|"100507"|"TRENCADORS"
"140140"|"ES53"|"100403"|"CAPDEPERA"
"140143"|"ES53"|"100109"|"SANT AGUSTI"
"140144"|"ES53"|"100406"|"PORTO CRISTO"
"140145"|"ES53"|"100104"|"NA BURGUESA"
"140201"|"ES53"|"100203"|"ALAIOR"
"140202"|"ES53"|"100201"|"CIUTADELLA"
"140203"|"ES53"|"100202"|"DALT SANT JOAN"
"140204"|"ES53"|"100204"|"FERRERIES"
"140205"|"ES53"|"100205"|"VERGE DEL TORO"
"140301"|"ES53"|"100303"|"FORMENTERA"
"140306"|"ES53"|"100306"|"VILA"
"140307"|"ES53"|"100304"|"SANT JORDI DE SES SALINES"
